"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
284,42,"CAN","Canada",12,"Saskatchewan",283,"Division No. 18","Census Division","Census Division",NA,NA
285,42,"CAN","Canada",12,"Saskatchewan",284,"Division No. 1","Census Division","Census Division",NA,NA
286,42,"CAN","Canada",12,"Saskatchewan",285,"Division No. 2","Census Division","Census Division",NA,NA
287,42,"CAN","Canada",12,"Saskatchewan",286,"Division No. 3","Census Division","Census Division",NA,NA
288,42,"CAN","Canada",12,"Saskatchewan",287,"Division No. 4","Census Division","Census Division",NA,NA
289,42,"CAN","Canada",12,"Saskatchewan",288,"Division No. 5","Census Division","Census Division",NA,NA
290,42,"CAN","Canada",12,"Saskatchewan",289,"Division No. 6","Census Division","Census Division",NA,NA
291,42,"CAN","Canada",12,"Saskatchewan",290,"Division No. 7","Census Division","Census Division",NA,NA
292,42,"CAN","Canada",12,"Saskatchewan",291,"Division No. 8","Census Division","Census Division",NA,NA
293,42,"CAN","Canada",12,"Saskatchewan",292,"Division No. 9","Census Division","Census Division",NA,NA
294,42,"CAN","Canada",13,"Yukon",293,"Yukon","Census Division","Territory",NA,NA
